"","X","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","REGION","lon","lat"
"10813",10815,"CERTIFIED","HONEY SCIENCE CORPORATION","NON-TECHNICAL","CHIEF TECHNOLOGY OFFICER","Y",117998,2016,"LOS ANGELES, CALIFORNIA"," WEST",-118.2436849,34.0522342
"10814",10816,"CERTIFIED","EARGO, INC.","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",187200,2016,"MOUNTAIN VIEW, CALIFORNIA"," WEST",-122.0838511,37.3860517
"10815",10817,"CERTIFIED","WORLD TRADE CENTERS ASSOCIATION (WTCA)","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER (CHIEF EXECUTIVES)","Y",187200,2016,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"10816",10818,"CERTIFIED","PI CHARGING INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",215862,2016,"MENLO PARK, CALIFORNIA"," WEST",-122.1817252,37.4529598
"10817",10819,"CERTIFIED","EXYN TECHNOLOGIES, INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",187200,2016,"PHILADELPHIA, PENNSYLVANIA"," NORTH EAST",-75.1652215,39.9525839
"10818",10820,"CERTIFIED","FMR LLC","NON-TECHNICAL","EXECUTIVE VICE PRESIDENT OF FINANCE, PLANNING AND ANALYSIS","Y",254821,2016,"BOSTON, MASSACHUSETTS"," NORTH EAST",-71.0588801,42.3600825
"10819",10821,"CERTIFIED","BANDY CANYON RANCH CORP","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",99986,2016,"ESCONDIDO, CALIFORNIA"," WEST",-117.086421,33.1192068
"10820",10822,"CERTIFIED","DIGITAL REASONING SYSTEMS, INC.","NON-TECHNICAL","CHIEF PRODUCT OFFICER","Y",210933,2016,"FRANKLIN, TENNESSEE"," SOUTH",-86.8688899,35.9250637
"10821",10823,"CERTIFIED","MEDICUS MANAGEMENT SERVICES, LLC","NON-TECHNICAL","EXECUTIVE VICE PRESIDENT","N",58926,2016,"CHESTERFIELD, MISSOURI"," MID WEST",-90.5770675,38.6631083
"10822",10824,"CERTIFIED","ALPHAEON CORPORATION","NON-TECHNICAL","VICE PRESIDENT CANADA & LATIN AMERICA","Y",230700,2016,"IRVINE, CALIFORNIA"," WEST",-117.7946942,33.6839473
"10823",10825,"CERTIFIED","HENNIGES AUTOMOTIVE NORTH AMERICA INC.","NON-TECHNICAL","VICE PRESIDENT, SALES & MARKETING, GLOBAL SEALING SYSTEMS","Y",146661,2016,"AUBURN HILLS, MICHIGAN"," MID WEST",-83.2341028,42.6875323
"10824",10826,"CERTIFIED","WC INC.","NON-TECHNICAL","GLOBAL BUSINESS DEVELOPMENT EXECUTIVE","Y",163000,2016,"OXNARD, CALIFORNIA"," WEST",-119.1770516,34.1975048
"10825",10827,"CERTIFIED","FUERST GROUP, INC.","NON-TECHNICAL","EXECUTIVE VICE PRESIDENT OF GLOBAL VALUE SUPPLY CHAIN","Y",202946,2016,"MENLO PARK, CALIFORNIA"," WEST",-122.1817252,37.4529598
"10826",10828,"CERTIFIED","ROUSH MANAGEMENT, L.L.C.","NON-TECHNICAL","ENTERTAINMENT SYSTEMS ENGINEERING (ESE) DIRECTOR","Y",150779,2016,"LIVONIA, MICHIGAN"," MID WEST",-83.3527097,42.36837
"10827",10829,"CERTIFIED","SWIFT BEEF COMPANY, A JBS USA SUBSIDIARY","NON-TECHNICAL","HEAD OF STRATEGY","Y",143458,2016,"GREELEY, COLORADO"," WEST",-104.7091322,40.4233142
"10831",10833,"CERTIFIED","BOOKMD, INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",117998.4,2016,"LOS ANGELES, CALIFORNIA"," WEST",-118.2436849,34.0522342
"10832",10834,"CERTIFIED","UFI FILTERS USA, INC.","NON-TECHNICAL","CHIEF OPERATING OFFICER - AMERICAS","Y",235518,2016,"TROY, MICHIGAN"," MID WEST",-83.1497751,42.6064095
"10833",10835,"CERTIFIED","OMNIA MEDIA, INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",256173,2016,"LOS ANGELES, CALIFORNIA"," WEST",-118.2436849,34.0522342
"10834",10836,"CERTIFIED","INTERNET CORPORATION FOR ASSIGNED NAMES AND NUMBERS","NON-TECHNICAL","PRESIDENT AND CHIEF EXECUTIVE OFFICER","Y",256173,2016,"LOS ANGELES, CALIFORNIA"," WEST",-118.2436849,34.0522342
"10835",10837,"CERTIFIED","SENSORHOUND, INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER AND RESEARCH SCIENTIST","Y",76752,2016,"WEST LAFAYETTE, INDIANA"," MID WEST",-86.9080655,40.4258686
"10836",10838,"CERTIFIED","DELAWARE CONSULTING US, INC.","NON-TECHNICAL","OPEN TEXT STREAMSERVE CONSULTING MANAGER","Y",102190,2016,"ALPHARETTA, GEORGIA"," SOUTH",-84.2940899,34.0753762
"10838",10840,"CERTIFIED","CRMIT SOLUTIONS INC","NON-TECHNICAL","VICE PRESIDENT","Y",102190,2016,"NORCROSS, GEORGIA"," SOUTH",-84.2135309,33.9412127
"10839",10841,"CERTIFIED","PURCH GROUP, INC.","NON-TECHNICAL","SENIOR VICE-PRESIDENT & GENERAL MANAGER","Y",156104,2016,"OGDEN, UTAH"," WEST",-111.9738304,41.223
"10840",10842,"CERTIFIED","AERAS","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",187200,2016,"ROCKVILLE, MARYLAND"," SOUTH",-77.1527578,39.0839973
"10842",10844,"CERTIFIED","NEW SIGHT DEVICES CORP.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",151611.2,2016,"WILMINGTON, DELAWARE"," SOUTH",-75.5397878,39.7390721
"10843",10845,"CERTIFIED","HOTEL CONNECTIONS INC.","NON-TECHNICAL","CHIEF OPERATIONS OFFICER","Y",205629,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"10844",10846,"CERTIFIED","CURSELL LLC","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",118061,2016,"HALLANDALE, FLORIDA"," SOUTH",-80.148379,25.9812024
"10845",10847,"CERTIFIED","CURSELL LLC","NON-TECHNICAL","CHIEF OPERATING OFFICER (COO)","Y",118061,2016,"HALLANDALE BEACH, FLORIDA"," SOUTH",-80.148379,25.9812024
"10846",10848,"CERTIFIED","AHOLD USA, INC.","NON-TECHNICAL","DIVISION PRESIDENT","Y",241842,2016,"HYATTSVILLE, MARYLAND"," SOUTH",-76.9455301,38.9559442
"10847",10849,"CERTIFIED","HEALTHCARE PARTNERS, LLC","NON-TECHNICAL","VICE PRESIDENT, STRATEGY & SPECIAL PROJECTS","Y",187200,2016,"DENVER, COLORADO"," WEST",-104.990251,39.7392358
"10848",10850,"CERTIFIED","WORLDVIZ, INC.","NON-TECHNICAL","PRESIDENT","Y",109387,2016,"SANTA BARBARA, CALIFORNIA"," WEST",-119.6981901,34.4208305
"10849",10851,"CERTIFIED","ALTISOURCE ASSET MANAGEMENT CORPORATION","NON-TECHNICAL","CHIEF FINANCIAL OFFICER","Y",180502,2016,"CHRISTIANSTED, NA"," NA",-64.7031977,17.7466397
"10850",10852,"CERTIFIED","PARKLOCO INC.","NON-TECHNICAL","CHIEF MANAGEMENT OFFICER","Y",119184,2016,"BOSTON, MASSACHUSETTS"," NORTH EAST",-71.0588801,42.3600825
"10851",10853,"CERTIFIED","AUTOPODS INC","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",94577.6,2016,"PITTSBURGH, PENNSYLVANIA"," NORTH EAST",-79.9958864,40.4406248
"10852",10854,"CERTIFIED","TELEMUNDO MEDIA, LLC","NON-TECHNICAL","SVP TALENT MANAGEMENT","Y",251909,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"10853",10855,"CERTIFIED","HYPERLOOP TECHNOLOGIES, INC.","NON-TECHNICAL","VICE PRESIDENT, BUSINESS DEVELOPMENT","Y",210122,2016,"LOS ANGELES, CALIFORNIA"," WEST",-118.2436849,34.0522342
"10854",10856,"CERTIFIED","SOFTMARKETING CORPORATION","NON-TECHNICAL","BUSINESS MANAGER","Y",113090,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"10855",10857,"CERTIFIED","CIRCUITRONIX LLC","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",118061,2016,"FORT LAUDERDALE, FLORIDA"," SOUTH",-80.1373174,26.1224386
"10856",10858,"CERTIFIED","FRANKE FOODSERVICE SOLUTIONS, INC.","NON-TECHNICAL","PRESIDENT OF SOLUTIONS","Y",210933,2016,"SMYRNA, TENNESSEE"," SOUTH",-86.5186045,35.9828412
"10857",10859,"CERTIFIED","LED LINEAR USA INC","NON-TECHNICAL","PRESIDENT","Y",99070,2016,"NIAGARA FALLS, NEW YORK"," NORTH EAST",-79.0377388,43.0962143
"10858",10860,"CERTIFIED","FRANKE FOODSERVICE SOLUTIONS, INC.","NON-TECHNICAL","PRESIDENT OF SOLUTIONS","Y",210933,2016,"SMYRNA, TENNESSEE"," SOUTH",-86.5186045,35.9828412
"10859",10861,"CERTIFIED","STEREN ELECTRONICS INTERNATIONAL LLC","NON-TECHNICAL","VICE PRESIDENT, FINANCE","Y",148824,2016,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"10860",10862,"CERTIFIED","PARKLOCO INC.","NON-TECHNICAL","CHIEF MARKETING OFFICER","Y",119184,2016,"BOSTON, MASSACHUSETTS"," NORTH EAST",-71.0588801,42.3600825
"10861",10863,"CERTIFIED","CALIFORNIA GALVANIZING AND STEEL STRUCTURES INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER/CHIEF FINANCIAL OFFICER","Y",99986,2016,"CHULA VISTA, CALIFORNIA"," WEST",-117.0841955,32.6400541
"10862",10864,"CERTIFIED","CARMA TECHOLOGY CORPORATION","NON-TECHNICAL","CHIEF FINANCIAL OFFICER","Y",187200,2016,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"10864",10866,"CERTIFIED","WEEKS COMMUNICATIONS, INC.","NON-TECHNICAL","VP  OF WEST COAST AND  INTERNATIONAL MARKET OPERATIONS","Y",139214,2016,"INDIANAPOLIS, INDIANA"," MID WEST",-86.158068,39.768403
"10865",10867,"CERTIFIED","SIMCRO INC.","NON-TECHNICAL","PRESIDENT","Y",202072,2016,"LAWRENCE, KANSAS"," MID WEST",-95.2352501,38.9716689
"10866",10868,"CERTIFIED","H & L INNOVATIONS LLC","NON-TECHNICAL","CFO AND INTERNATIONAL RELATIONS MANAGER","N",64875,2016,"MADISON, WISCONSIN"," MID WEST",-89.4012302,43.0730517
"10867",10869,"CERTIFIED","X-DRILL INC","NON-TECHNICAL","VICE PRESIDENT, QUALITY, HEALTH & SAFETY","Y",187200,2016,"HOUSTON, TEXAS"," SOUTH",-95.3698028,29.7604267
"10868",10870,"CERTIFIED","SOFTMARKETING CORPORATION","NON-TECHNICAL","BUSINESS MANAGER","Y",113090,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"10869",10871,"CERTIFIED","PEARTRACK SECURITY SYSTEMS, INC.","NON-TECHNICAL","EXECUTIVE DIRECTOR","Y",117998,2016,"SANTA MONICA, CALIFORNIA"," WEST",-118.4911912,34.0194543
"10871",10873,"CERTIFIED","SNAPRAYS, LLC","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","N",66373,2016,"PROVO, UTAH"," WEST",-111.6585337,40.2338438
"10872",10874,"CERTIFIED","PRONTO GENERAL AGENCY, LTD.","NON-TECHNICAL","PRESIDENT","Y",161179,2016,"BROWNSVILLE, TEXAS"," SOUTH",-97.4974838,25.9017472
"10874",10876,"CERTIFIED","SNAPRAYS, LLC","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","N",66373,2016,"PROVO, UTAH"," WEST",-111.6585337,40.2338438
"10876",10878,"CERTIFIED","ZENEDGE INC","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",113089.6,2016,"AVENTURA, FLORIDA"," SOUTH",-80.1392121,25.9564812
"10877",10879,"CERTIFIED","CMG WORLDWIDE, INC.","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",88338,2016,"INDIANAPOLIS, INDIANA"," MID WEST",-86.158068,39.768403
"10878",10880,"CERTIFIED","SYSTEM LOGISTICS CORPORATION","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",92518,2016,"GRAND RAPIDS, MICHIGAN"," MID WEST",-85.6680863,42.9633599
"10879",10881,"CERTIFIED","AGLYTIX, INC.","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",174408,2016,"MANKATO, MINNESOTA"," MID WEST",-93.9993996,44.1635775
"10880",10882,"CERTIFIED","BENEFUEL INC.","NON-TECHNICAL","EXECUTIVE, FINANCIAL DEVELOPMENT","Y",187200,2016,"IRVING, TEXAS"," SOUTH",-96.9488945,32.8140177
"10881",10883,"CERTIFIED","PUTZMEISTER AMERICA, INC.","NON-TECHNICAL","GENERAL MANAGER-INDUSTRIAL PUMPS AND SYSTEMS, U.S. AND CHINA","N",65811,2016,"STURTEVANT, WISCONSIN"," MID WEST",-87.8945229,42.6980749
"10883",10885,"CERTIFIED","TOTAL CIVIL CONSTRUCTION & ENGINEERING LLC","NON-TECHNICAL","VICE PRESIDENT OF CORPORATE STRATEGY","Y",103480,2016,"MANASSAS, VIRGINIA"," SOUTH",-77.4752667,38.7509488
"10884",10886,"CERTIFIED","START INTERNATIONAL, INC.","NON-TECHNICAL","EXECUTIVE DIRECTOR","Y",149594,2016,"WASHINGTON, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"10885",10887,"CERTIFIED","OFF CENTER RESTAURANT GROUP, LLC","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",113090,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"10886",10888,"CERTIFIED","OMA SHANTI INC.","NON-TECHNICAL","CHIEF FINANCIAL OFFICER","Y",178776,2016,"CHICAGO, ILLINOIS"," MID WEST",-87.6297982,41.8781136
"10887",10889,"CERTIFIED","PINDROP SECURITY, INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",150238,2016,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"10888",10890,"CERTIFIED","MILLENNIUM ADVISORS, LLC","NON-TECHNICAL","DIRECTOR ETF TRADING & CREDIT MARKETS","Y",187199,2016,"CHARLOTTE, NORTH CAROLINA","SOUTH",-80.8431267,35.2270869
"10889",10891,"CERTIFIED","MYCHILD INC.","NON-TECHNICAL","CEO & SYSTEMS MANAGER","Y",82930,2016,"CHICAGO, ILLINOIS"," MID WEST",-87.6297982,41.8781136
"10890",10892,"CERTIFIED","KONCERT IT TECHNOLOGY SOLUTIONS, LLC","NON-TECHNICAL","E-COMMERCE DIRECTOR","Y",252158.4,2016,"CINCINNATI, OHIO"," MID WEST",-84.5120196,39.1031182
"10891",10893,"CERTIFIED","SEMPRA LNG AND MIDSTREAM LLC","NON-TECHNICAL","VICE PRESIDENT OF BUSINESS ORIGINATION","Y",197683,2016,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"10892",10894,"CERTIFIED","CHARTA GLOBAL, INC.","NON-TECHNICAL","MANAGING DIRECTOR/MARKETING - AMERICAS","Y",198266,2016,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"10893",10895,"CERTIFIED","SOFTTEK INTEGRATION SYSTEMS, INC.","NON-TECHNICAL","ACCOUNT DIRECTOR","Y",130853,2016,"CHICAGO, ILLINOIS"," MID WEST",-87.6297982,41.8781136
"10895",10897,"CERTIFIED","CELGENE CORPORATION","NON-TECHNICAL","SVP, WORLDWIDE MARKETS, I&I","Y",187200,2016,"SUMMIT, NEW JERSEY"," NORTH EAST",-74.3646122,40.7146376
"10896",10898,"CERTIFIED","THE MIHALIK GROUP, LLC","NON-TECHNICAL","VICE PRESIDENT / EXECUTIVE DIRECTOR OF QI & PM  OPERATIONS","Y",82930,2016,"CHICAGO, ILLINOIS"," MID WEST",-87.6297982,41.8781136
"10897",10899,"CERTIFIED","HERBSTREITH & FOX INC.","NON-TECHNICAL","EXECUTIVE VICE PRESIDENT","Y",187200,2016,"ELMSFORD, NEW YORK"," NORTH EAST",-73.8201337,41.0550969
"10898",10900,"CERTIFIED","KONCERT IT SOLUTIONS, LLC","NON-TECHNICAL","E-COMMERCE DIRECTOR","Y",252158.4,2016,"CINCINNATI, OHIO"," MID WEST",-84.5120196,39.1031182
"10899",10901,"CERTIFIED","EVANESCENT DIAGNOSTIC SYSTEMS LLC","NON-TECHNICAL","CHIEF TECHNOLOGY OFFICER","Y",187200,2016,"LOS GATOS, CALIFORNIA"," WEST",-121.9623751,37.2358078
"10900",10902,"CERTIFIED","PLASCO, LLC","NON-TECHNICAL","DIRECTOR INTERNATIONAL STRATEGIC INITIATIVES","Y",159370,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"10901",10903,"CERTIFIED","BASK MANAGEMENT, LLC","NON-TECHNICAL","VP - ACQUISITIONS & DEVELOPMENT","Y",82930,2016,"ELGIN, ILLINOIS"," MID WEST",-88.2825668,42.0354084
"10902",10904,"CERTIFIED","BARRY'S BOOTCAMP HOLDINGS LLC","NON-TECHNICAL","CHIEF MARKETING OFFICER","Y",210122,2016,"LOS ANGELES, CALIFORNIA"," WEST",-118.2436849,34.0522342
"10903",10905,"CERTIFIED","WILD SOUL LLC","NON-TECHNICAL","EXECUTIVE DIRECTOR","Y",113090,2016,"KEY BISCAYNE, FLORIDA"," SOUTH",-80.1628248,25.693713
"10904",10906,"CERTIFIED","HEALTHJUMP INC","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",187200,2016,"PHOENIXVILLE, PENNSYLVANIA"," NORTH EAST",-75.5149128,40.1303822
"10905",10907,"CERTIFIED","THE MORGRIDGE INSTITUTE FOR RESEARCH INC.","NON-TECHNICAL","DIRECTOR - MEDICAL ENGINEERING","Y",218733,2016,"MADISON, WISCONSIN"," MID WEST",-89.4012302,43.0730517
"10906",10908,"CERTIFIED","WILLOWBRIDGE ASSOCIATES INC.","NON-TECHNICAL","CHIEF RISK OFFICER","Y",187200,2016,"PLAINSBORO, NEW JERSEY"," NORTH EAST",-74.585292,40.3382543
"10907",10909,"CERTIFIED","ASCENT SOLAR TECHNOLOGIES, INC.","NON-TECHNICAL","PRESIDENT & CHIEF EXECUTIVE OFFICER","Y",187200,2016,"THORNTON, COLORADO"," WEST",-104.9719243,39.8680412
"10909",10911,"CERTIFIED","ALTO USA LLC","NON-TECHNICAL","CEO","Y",205629,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"10910",10912,"CERTIFIED","VITASOY USA, INC.","NON-TECHNICAL","PRESIDENT & CHIEF EXECUTIVE OFFICER","Y",209602,2016,"WOBURN, MASSACHUSETTS"," NORTH EAST",-71.1522765,42.4792618
"10911",10913,"CERTIFIED","VARIANTYX INC.","NON-TECHNICAL","CHIEF INFORMATION OFFICER","Y",164403,2016,"FRAMINGHAM, MASSACHUSETTS"," NORTH EAST",-71.4161565,42.279286
"10913",10915,"CERTIFIED","COTTONWOOD MANAGEMENT LLC","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",117998.4,2016,"PASADENA, CALIFORNIA"," WEST",-118.1445155,34.1477849
"10914",10916,"CERTIFIED","THRU RAINBOW, LLC","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",102190,2016,"JACKSONVILLE, FLORIDA"," SOUTH",-81.655651,30.3321838
"10915",10917,"CERTIFIED","HOSPIRA INC., A PFIZER COMPANY","NON-TECHNICAL","VICE PRESIDENT, U.S. PHARMA OPERATIONS","Y",238368,2016,"LAKE FOREST, ILLINOIS"," MID WEST",-87.840625,42.2586342
"10916",10918,"CERTIFIED","KAIZEN ANALYTIX LLC","NON-TECHNICAL","DIRECTOR, OPERATIONS RESEARCH","Y",102190,2016,"ATLANTA, GEORGIA"," SOUTH",-84.3879824,33.7489954
"10918",10920,"CERTIFIED","UNIVERSITY OF CALIFORNIA, LOS ANGELES","NON-TECHNICAL","ASSO. VICE CHANCELLOR FOR INTEL. PROP. AND IND. SPON. RES.","Y",91312,2016,"LOS ANGELES, CALIFORNIA"," WEST",-118.2436849,34.0522342
"10919",10921,"CERTIFIED","VITASOY USA, INC.","NON-TECHNICAL","PRESIDENT & CHIEF EXECUTIVE OFFICER","Y",209602,2016,"WOBURN, MASSACHUSETTS"," NORTH EAST",-71.1522765,42.4792618
"10920",10922,"CERTIFIED","YALE UNIVERSITY","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",195208,2016,"NEW HAVEN, CONNECTICUT"," NORTH EAST",-72.9278835,41.308274
"10921",10923,"CERTIFIED","HEALTHJUMP INC","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",187200,2016,"PHOENIXVILLE, PENNSYLVANIA"," NORTH EAST",-75.5149128,40.1303822
"10922",10924,"CERTIFIED","BROOKS BROTHERS GROUP, INC","NON-TECHNICAL","VICE PRESIDENT, HOSPITALITY DIVISION","Y",233418,2016,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"10923",10925,"CERTIFIED","AGCO CORPORATION","NON-TECHNICAL","VICE PRESIDENT, GLOBAL PURCHASING AND MATERIALS","Y",253635,2016,"DULUTH, GEORGIA"," SOUTH",-84.1446376,34.0028786
"10924",10926,"CERTIFIED","AGLYTIX, INC.","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",70900,2016,"MANKATO, MINNESOTA"," MID WEST",-93.9993996,44.1635775
"10925",10927,"CERTIFIED","IMPERIAL PACIFIC INTERNATIONAL CNMI","NON-TECHNICAL","SENIOR VICE PRESIDENT OF HOTEL OPERATIONS","Y",214790,2016,"SAIPAN, NA"," NA",145.7297891,15.1515153
"10926",10928,"CERTIFIED","PGM TECHNOLOGIES, INC.","NON-TECHNICAL","OPERATIONS MANAGER","N",50107,2016,"KNOXVILLE, TENNESSEE"," SOUTH",-83.9207392,35.9606384
"10927",10929,"CERTIFIED","HSO NORTH AMERICA, LLC","NON-TECHNICAL","CHIEF TECHNOLOGY OFFICER","Y",130853,2016,"NORTHBROOK, ILLINOIS"," MID WEST",-87.8289548,42.1275267
"10928",10930,"CERTIFIED","STUDENTS FOR LIBERTY, INCORPORATED","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",103480,2016,"WASHINGTON, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"10929",10931,"CERTIFIED","CIOX HEALTH, LLC","NON-TECHNICAL","CHIEF TECHNOLOGY OFFICER OF PROVIDER SOLUTIONS","Y",246314,2016,"ALPHARETTA, GEORGIA"," SOUTH",-84.2940899,34.0753762
"10930",10932,"CERTIFIED","TRAILRUNNER INTERNATIONAL, LLC","NON-TECHNICAL","CHIEF OPERATING OFFICER","Y",149594,2016,"WASHINGTON, DISTRICT OF COLUMBIA"," SOUTH",-77.0368707,38.9071923
"10931",10933,"CERTIFIED","LUXOTTICA RETAIL NORTH AMERICA INC.","NON-TECHNICAL","SR. DIRECTOR - CONTINUOUS IMPROVEMENT","Y",155958,2016,"MASON, OHIO"," MID WEST",-84.309939,39.3600586
"10932",10934,"CERTIFIED","AXMENTOR, INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",205566,2016,"SAN DIEGO, CALIFORNIA"," WEST",-117.1610838,32.715738
"10933",10935,"CERTIFIED","CHOU TEAM REALTY INC.","NON-TECHNICAL","CHIEF ANALYTICS OFFICER","Y",119558,2016,"IRVINE, CALIFORNIA"," WEST",-117.7946942,33.6839473
"10934",10936,"CERTIFIED","BARRY'S BOOTCAMP HOLDINGS LLC","NON-TECHNICAL","CHEIF MARKETING OFFICER","Y",240469,2016,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"10935",10937,"CERTIFIED","LOS ANGELES BIOMEDICAL RESEARCH INSTITUTE","NON-TECHNICAL","CHIEF SCIENTIFIC OFFICER","Y",162115,2016,"TORRANCE, CALIFORNIA"," WEST",-118.3406288,33.8358492
"10937",10939,"CERTIFIED","ALLIED MINERAL PRODUCTS, INC.","NON-TECHNICAL","CORPORATE VP, DOMESTIC FOUNDRY AND STEEL","Y",102960,2016,"COLUMBUS, OHIO"," MID WEST",-82.9987942,39.9611755
"10938",10940,"CERTIFIED","AVURE TECHNOLOGIES INCORPORATED","NON-TECHNICAL","CHIEF TECHNICAL OFFICER","Y",156354,2016,"MIDDLETOWN, OHIO"," MID WEST",-84.3982763,39.5150576
"10940",10942,"CERTIFIED","LAICON CONSULTING SERVICES, INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",94057.6,2016,"ORLANDO, FLORIDA"," SOUTH",-81.3792365,28.5383355
"10941",10943,"CERTIFIED","CHENMED LLC","NON-TECHNICAL","CHIEF OF STAFF","Y",262413,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"10942",10944,"CERTIFIED","LIFE TECHNOLOGIES CORPORATION","NON-TECHNICAL","DIRECTOR, BUSINESS DEVELOPMENT","Y",163176,2016,"SOUTH SAN FRANCISCO, CALIFORNIA"," WEST",-122.4077498,37.654656
"10943",10945,"CERTIFIED","IT PEOPLE NETWORK LLC","NON-TECHNICAL","DIRECTOR","Y",85821,2016,"AURORA, ILLINOIS"," MID WEST",-88.3200715,41.7605849
"10944",10946,"CERTIFIED","CRANE & CO., INC.","NON-TECHNICAL","PRESIDENT, INTERNATIONAL CURRENCY","Y",267800,2016,"BOSTON, MASSACHUSETTS"," NORTH EAST",-71.0588801,42.3600825
"10945",10947,"CERTIFIED","LAUDERDALE TANKERS CORP.","NON-TECHNICAL","MANAGING DIRECTOR","Y",211474,2016,"MIAMI, FLORIDA"," SOUTH",-80.1917902,25.7616798
"10946",10948,"CERTIFIED","TANOTA DEVELOPMENT, LLC","NON-TECHNICAL","RESIDENT MANAGER","Y",90626,2016,"TUMON, NA"," NA",144.7878689,13.4970205
"10947",10949,"CERTIFIED","OILFIELD STEEL SUPPLY, LLC","NON-TECHNICAL","PRESIDENT","Y",197642,2016,"MAGNOLIA, TEXAS"," SOUTH",-95.7507815,30.2093794
"10948",10950,"CERTIFIED","AMERICAN CONSERVATORY THEATRE FOUNDATION","NON-TECHNICAL","EXECUTIVE DIRECTOR","Y",174803,2016,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
"10949",10951,"CERTIFIED","ACCELETRADE CORPORATION","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER, US & EUROPE","Y",240469,2016,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"10950",10952,"CERTIFIED","TRANS AMERICAN INFORMATION SYSTEMS INC","NON-TECHNICAL","CHIEF TECHNOLOGY OFFICER","Y",229258,2016,"DALLAS, TEXAS"," SOUTH",-96.7969879,32.7766642
"10951",10953,"CERTIFIED","THE HENRY M. JACKSON FOUNDATION","NON-TECHNICAL","ASSOCIATE DIRECTOR-THERAPEUTICS RESEARC","Y",247978,2016,"BETHESDA, MARYLAND"," SOUTH",-77.0947092,38.984652
"10952",10954,"CERTIFIED","PEATIX INC.","NON-TECHNICAL","CHIEF EXECUTIVE OFFICER","Y",153005,2016,"NEW YORK, NEW YORK"," NORTH EAST",-74.0059413,40.7127837
"10953",10955,"CERTIFIED","HELLO INC.","NON-TECHNICAL","CHIEF BUSINESS OFFICER","Y",174803,2016,"SAN FRANCISCO, CALIFORNIA"," WEST",-122.4194155,37.7749295
